SURVEY,DOEID,REGIONC,DIVISION,LRGSTATE,TYPEHUQ,MQRESULT,NWEIGHT,HD65,CD65,ORIG1FAM,LOOKLIKE,SCALEA,SCALEB,SCALEC,SCALED,SCALEE,SCALEF,SCALEG,SCALEH,SCALEI,ENERGYAID,AIDADDRESS,NOPYFIX,NOPYFIXREST,NOPYFL,NOPYFLREST,NOPYEL,NOPYELREST,NOPYGAS,NOPYGASREST,NOPYFIXAC,NOPYFIXACREST,NOPYELAC,NOPYELACREST,SOMEPY,NOPAY,MTHSNOPYJAN,MTHSNOPYFEB,MTHSNOPYMAR,MTHSNOPYAPR,MTHSNOPYMAY,MTHSNOPYJUN,MTHSNOPYJUL,MTHSNOPYAUG,MTHSNOPYSEP,MTHSNOPYOCT,MTHSNOPYNOV,MTHSNOPYDEC,NTIMEWOEL,NDAYSWOEL,SQFTEST,MEASURE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,ZSCALEA,ZSCALEB,ZSCALEC,ZSCALED,ZSCALEE,ZSCALEF,ZSCALEG,ZSCALEH,ZSCALEI,ZENERGYAID,ZAIDADDRESS,ZNOPYFIX,ZNOPYFIXREST,ZNOPYFL,ZNOPYFLREST,ZNOPYEL,ZNOPYELREST,ZNOPYGAS,ZNOPYGASREST,ZNOPYFIXAC,ZNOPYFIXACREST,ZNOPYELAC,ZNOPYELACREST,ZSOMEPY,ZNOPAY,ZMTHSNOPYJAN,ZMTHSNOPYFEB,ZMTHSNOPYMAR,ZMTHSNOPYAPR,ZMTHSNOPYMAY,ZMTHSNOPYJUN,ZMTHSNOPYJUL,ZMTHSNOPYAUG,ZMTHSNOPYSEP,ZMTHSNOPYOCT,ZMTHSNOPYNOV,ZMTHSNOPYDEC,ZNTIMEWOEL,ZNDAYSWOEL,ZSQFTEST,ZMEASURE,RHMSQFT,ATTSQFT,BASSQFT
2005,11,3,5,0,5,9,26711.6633249,3277,1511,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,800,1,1725,0,0,0,1725,1725,0,0,0,0,0,0,0,1725,0,1725,0,0,0,0,0,0,0,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725,0,0
2005,12,1,2,0,2,9,31646.7709811,5267,1145,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,3300,1,4500,0,1350,0,3150,3150,1350,0,0,0,0,0,1350,3150,0,4500,1350,0,0,0,0,0,1350,3150,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,1350,0
2005,13,3,5,4,5,9,37194.0882523,1306,2130,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,2,832,0,0,0,832,832,0,0,0,0,0,0,0,832,0,832,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,832,0,0
2005,14,3,5,4,2,9,36233.8992891,552,3425,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1665,1,2294,0,0,400,1894,1894,400,0,0,0,400,0,0,1894,0,1894,400,0,0,0,400,0,0,1894,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,0,0
2005,15,4,9,2,3,9,24273.8508623,1097,853,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,1740,0,0,0,1740,0,1740,0,0,0,0,0,0,0,1740,0,1740,0,0,0,0,0,0,0,1740,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1740,0,0
2005,16,3,7,0,2,9,25591.0270304,3429,2137,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,1566,0,0,0,1566,1566,0,0,0,0,0,0,0,1566,0,1566,0,0,0,0,0,0,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1566,0,0
2005,17,1,1,0,4,9,20306.0832549,5356,1055,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1200,1,429,0,0,0,429,429,0,0,0,0,0,0,0,429,0,286,429,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0
2005,18,4,9,2,2,9,25955.1565497,1078,701,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2600,1,3283,0,0,400,2883,2883,400,0,0,0,400,0,0,2883,0,0,3283,0,0,0,400,0,0,0,2883,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883,0,0
2005,19,4,9,2,3,9,36422.5628898,2040,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1750,1,2060,0,553,400,1107,1107,953,0,0,0,400,0,553,1107,0,0,2060,0,0,0,400,0,553,0,1107,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,553.33333333,0
2005,20,2,3,0,2,9,30185.8440120,5590,1275,9,9,3,4,4,3,3,4,4,4,4,0,9,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,1950,975,0,250,725,725,1225,0,975,0,250,0,0,725,0,340,1950,0,975,0,250,0,0,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,725,0,975
2005,21,1,2,0,2,9,29329.3872937,5402,1314,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,3000,1,5334,2100,0,400,2834,4409,925,1575,525,0,400,0,0,2834,0,4934,925,1575,525,0,400,0,0,2834,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2834,0,2100
2005,22,4,9,2,2,9,22132.6167766,2067,1808,9,9,4,4,4,4,4,4,4,3,3,1,1,0,9,9,9,0,9,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,99,999,600,1,1360,0,0,0,1360,1020,340,0,0,0,0,0,0,1020,340,0,1360,0,0,0,0,0,0,0,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,0
2005,23,4,9,2,2,9,37566.6739535,2148,227,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1600,1,1967,0,0,0,1967,1967,0,0,0,0,0,0,0,1967,0,1967,0,0,0,0,0,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,0,0
2005,24,3,6,0,2,9,19827.8389307,4597,1143,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2550,1,5440,2320,0,400,2720,1088,4352,0,2320,0,400,0,0,1088,1632,1805,4466,0,2320,0,400,0,0,974,1746,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2720,0,2320
2005,25,1,2,0,2,9,28107.3294898,5545,1032,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2200,1,5164,966,1023,400,2775,3499,1665,725,242,0,400,0,1023,2775,0,4764,2389,0,966,0,400,0,1023,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,1023,966
2005,26,3,7,0,2,9,29637.1076201,3274,2087,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2500,1,1302,0,0,400,902,902,400,0,0,0,400,0,0,902,0,902,400,0,0,0,400,0,0,902,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,0,0
2005,27,4,9,2,2,9,27042.0335888,2592,1495,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1700,1,2460,0,0,400,2060,2060,400,0,0,0,400,0,0,2060,0,2060,400,0,0,0,400,0,0,2060,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0
2005,28,2,3,0,1,9,8785.1275248,7266,840,9,9,1,2,4,2,3,1,4,4,4,1,1,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,1750,0,0,0,1750,1167,583,0,0,0,0,0,0,1167,583,584,1166,0,0,0,0,0,0,584,1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1750,0,0
2005,29,2,4,0,2,9,4997.0665417,6298,862,9,9,4,4,4,4,3,4,4,4,4,1,1,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,3000,1,3596,1598,0,400,1598,3196,400,1598,0,0,400,0,0,1598,0,3196,400,1598,0,0,400,0,0,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598,0,1598
2005,30,4,8,0,2,9,4125.2324733,4504,988,9,9,3,4,4,4,1,4,4,4,4,1,1,0,9,9,9,0,9,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,1280,0,0,0,1280,1280,0,0,0,0,0,0,0,1280,0,0,1280,0,0,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1280,0,0
2005,31,2,4,0,2,9,28137.3528915,6319,949,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,2060,754,0,250,1056,1810,250,754,0,0,250,0,0,1056,0,1810,1004,0,754,0,250,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1056,0,754
2005,32,2,3,0,5,9,25900.2379624,5153,1305,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,1058,0,0,0,1058,1058,0,0,0,0,0,0,0,1058,0,529,1058,0,0,0,0,0,0,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1058,0,0
2005,33,2,3,0,2,9,28054.6011218,7818,671,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1800,1,6138,2046,0,400,3692,5738,400,2046,0,0,400,0,0,3692,0,5738,400,2046,0,0,400,0,0,3692,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3692,0,2046
2005,34,1,2,0,2,9,5146.6977436,5317,1179,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2300,1,5516,1278,1080,400,2758,2758,2758,0,1278,0,400,0,1080,2758,0,1279,5516,0,1278,0,400,0,1080,0,2758,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2758,1080,1278
2005,35,1,2,0,2,9,30307.0335368,5440,944,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1300,1,2460,0,459,400,1601,1601,859,0,0,0,400,0,459,1601,0,0,2460,0,0,0,400,0,459,0,1601,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1601,459,0
2005,36,4,9,2,2,9,24788.5307898,1369,271,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1082,1,1082,0,0,0,1082,1082,0,0,0,0,0,0,0,1082,0,0,1082,0,0,0,0,0,0,0,1082,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1082,0,0
2005,37,3,7,3,2,9,30598.5415178,1859,3018,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1988,3,2500,0,0,400,2100,2100,400,0,0,0,400,0,0,2100,0,2100,400,0,0,0,400,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,0,0
2005,38,2,3,0,5,9,26169.0002559,7129,511,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1600,1,1460,0,0,0,1460,1460,0,0,0,0,0,0,0,1460,0,487,1460,0,0,0,0,0,0,0,1460,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,0,0
2005,39,4,9,2,2,9,24921.0968936,1256,1632,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1600,1,1250,0,0,0,1250,1250,0,0,0,0,0,0,0,1250,0,1250,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0
2005,40,4,9,2,2,9,25955.1565497,1706,1416,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,2352,0,0,400,1952,1115,1237,0,0,0,400,0,0,1115,837,0,2352,0,0,0,400,0,0,0,1952,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1952,0,0
2005,41,3,5,0,2,9,29873.9921330,3011,2172,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,2800,1,7757,0,2484,0,5273,5273,2484,0,0,0,0,0,2484,5273,0,7757,2484,0,0,0,0,0,2484,5273,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5273,2484,0
2005,42,4,9,2,2,9,22464.6060282,2120,1387,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,0,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1200,1,1397,0,0,0,1397,279,1118,0,0,0,0,0,0,279,1118,838,1397,0,0,0,0,0,0,0,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397,0,0
2005,43,1,1,0,2,9,12080.6479502,5788,900,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,1736,1,5208,1736,1736,0,1736,2170,3038,434,1302,0,0,0,1736,1736,0,744,5208,0,1736,0,0,0,1736,0,1736,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736,1736,1736
2005,44,1,1,0,5,9,20165.3617528,5760,923,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,637,0,0,0,637,637,0,0,0,0,0,0,0,637,0,0,637,0,0,0,0,0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,637,0,0
2005,45,1,2,0,3,9,22659.8959469,5658,1139,9,9,4,4,4,4,4,4,4,4,4,0,9,0,9,9,9,0,9,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,999,99999,1,5440,1360,0,0,4080,4760,680,680,680,0,0,0,0,4080,0,5440,1360,0,1360,0,0,0,0,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4080,0,1360
